review_needed,review_completed_by_initials,reviewed_date,error_type,coder_inititals,date_coded,match_status,searched_FRS_manually?,multiple-FRS-IDs?,Total_FRS_IDS,additional-FRS-IDs,Additional_Trimmed_formula,Additional_Trimmed_Value,manual_FRS_id,FRS_query_link,FRS_search_link,google_search_link,FRS_search,google_search,HIFLD_FACILITYID,automated_FRS_id,NAME,ADDRESS,CITY,ZIP,STATE,STATE_for_sorting,spatial_distance,STATUS,POPULATION,CAPACITY,ACTIVE_STATUS,INTEREST_TYPE,FAC_URL_link,FAC_URL,LONGITUDE83,LATITUDE83,Comments
random_review,NES,4/26/2020,none,ST,2/21,match,yes,no,110066786927,,,,110066786927,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=EL%20DORADO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=SOUTH%20LAKE%20JUVENILE%20TREATMENT%20CENTER+SOUTH%20LAKE%20TAHOE+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=EL%20DORADO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=SOUTH%20LAKE%20JUVENILE%20TREATMENT%20CENTER+SOUTH%20LAKE%20TAHOE+CA,10006440,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
random_review,NES,4/26/2020,none,ST/NES,2/26,no match,yes,no,NA,,,,,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=TEHAMA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=CURTIS%20E%20WETTER%20JUVENILE%20HALL+RED%20BLUFF+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=TEHAMA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=CURTIS%20E%20WETTER%20JUVENILE%20HALL+RED%20BLUFF+CA,10006441,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"110020966365 listed as MONITORING STATION with address 1760 Walnut Street (on google maps appears to be ""Tehama County Superior Court"" "
,,,,ST,2/2,match,yes,yes,"110070445985,110065470172",110070445985,110070445985,110070445985,110065470172,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=ORANGE&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=ANAHEIM%20DETENTION%20FACILITY+ANAHEIM+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=ORANGE&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=ANAHEIM%20DETENTION%20FACILITY+ANAHEIM+CA,10006482,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,1/23,match,yes,no,110044804352,,,,110044804352,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=ARCADIA%20POLICE%20DEPARTMENT%20JAIL+ARCADIA+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=ARCADIA%20POLICE%20DEPARTMENT%20JAIL+ARCADIA+CA,10006483,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,1/24,match,yes,no,110065774807,,,,110065774807,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=AZUSA%20POLICE%20DEPARTMENT%20JAIL+AZUSA+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=AZUSA%20POLICE%20DEPARTMENT%20JAIL+AZUSA+CA,10006484,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,1/25,match,yes,yes,"110040141762,110070452458,110070489400,110065017699","110040141762, 110070452458, 110070489400","110040141762,110070452458,110070489400","110040141762,110070452458,110070489400",110065017699,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=BEVERLY%20HILLS%20JAIL+BEVERLY%20HILLS+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=BEVERLY%20HILLS%20JAIL+BEVERLY%20HILLS+CA,10006485,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,110070452458 listed as Fire Station HQ
,,,,ST,2/4,no match,yes,,NA,,,,,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=ORANGE&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=BUENA%20PARK%20CITY%20JAIL+BUENA%20PARK+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=ORANGE&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=BUENA%20PARK%20CITY%20JAIL+BUENA%20PARK+CA,10006486,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,St,2/12,match,yes,yes,"110066635476,110066179762",110066635476,110066635476,110066635476,110066179762,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20DIEGO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=CHULA%20VISTA%20JAIL+CHULA%20VISTA+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=SAN%20DIEGO&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=CHULA%20VISTA%20JAIL+CHULA%20VISTA+CA,10006487,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
random_review,NES,04/26/2020,none,ST,4/18,no match,yes,no,NA,,,,,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=CLAREMONT%20JAIL+CLAREMONT+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=CLAREMONT%20JAIL+CLAREMONT+CA,10006488,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,110066336717 listed as Fire Department-not Jail facility
random_review,NES,4/26/2020,none,ST,2/6,match,yes,yes,"110070521481,110037990699",110070521481,110070521481,110070521481,110037990699,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=CONTRA%20COSTA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=CONCORD%20JAIL+CONCORD+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=CONTRA%20COSTA&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=CONCORD%20JAIL+CONCORD+CA,10006489,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,both listed as Police Department
,,,,ST,2/4,match,yes,yes,"110070445093,110041397440",110070445093,110070445093,110070445093,110041397440,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=ORANGE&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=COSTA%20MESA%20JAIL+COSTA%20MESA+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=ORANGE&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=COSTA%20MESA%20JAIL+COSTA%20MESA+CA,10006490,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,1/27,no match,yes,,NA,,,,,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=COVINA%20JAIL+COVINA+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=COVINA%20JAIL+COVINA+CA,10006491,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"110066290374 listed as Covina Rehabilitation Center, different address from Covina Police Department (Jail), which had no results"
,,,,ST,1/27,match,yes,no,110065981110,,,,110065981110,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=CULVER%20CITY%20JAIL+CULVER%20CITY+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=CULVER%20CITY%20JAIL+CULVER%20CITY+CA,10006492,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,
,,,,ST,1/27,match,yes,yes,"110066605828,110065835476,110041165887,110070449610","110066605828, 110065835476, 110041165887","110066605828,110065835476,110041165887","110066605828,110065835476,110041165887",110070449610,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=EL%20MONTE%20JAIL+EL%20MONTE+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=LOS%20ANGELES&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=EL%20MONTE%20JAIL+EL%20MONTE+CA,10006493,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,listings under Police Department
,,,,ST,4/19,match,yes,no,110066049911,,,,110066049911,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=ORANGE&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,#N/A,https://www.google.com/search?q=FULLERTON%20CITY%20JAIL+FULLERTON+CA,https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=ORANGE&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP,https://www.google.com/search?q=FULLERTON%20CITY%20JAIL+FULLERTON+CA,10006494,NA,NA,NA,NA,NA,CA,#REF!,NA,NA,NA,NA,NA,NA,,NA,NA,NA,110066049911 listed as Fullerton Police Department at correct address
