FID,OBJECTID,HIFLD_FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape_Leng,SHAPE_Length,SHAPE_Area
2721,2317,10005373,LAPD SOUTHWEST AREA JAIL,1546 WEST MARTIN LUTHER KING BOULEVARD,LOS ANGELES,CA,90062,NOT AVAILABLE,(213) 485-2615,LOCAL,CLOSED,0,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lapdonline.org/contact_us/content_basic_view/9672#11g,2/15/16,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.002449306,291.132,2.53E-07
2781,2376,10005374,LAPD DEVONSHIRE AREA JAIL,10250 ETIWANDA AVENUE,NORTHRIDGE,CA,91325,NOT AVAILABLE,(818) 832-0969,LOCAL,CLOSED,0,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lapdonline.org/contact_us/content_basic_view/9672#11g,2/15/16,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.001820072,224.5806,1.93E-07
2806,2803,10002324,MARSH CREEK DETENTION FACILITY,12000 MARSH CREEK ROAD,CLAYTON,CA,94517,NOT AVAILABLE,(925) 646-5700,COUNTY,OPEN,65,CONTRA COSTA,6013,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://www.cocosheriff.org/bureaus/custody_services/default.htm",2/8/18,IMAGERY,2/8/18 0:00,http://www.cocosheriff.org/bureaus/custody_services/default.htm,MINIMUM,188,0.010570206,1347.569144,2.83E-06
2841,3631,10006483,ARCADIA POLICE DEPARTMENT JAIL,250 W HUNTINGTON DRIVE,ARCADIA,CA,91007,NOT AVAILABLE,(626) 574-5151,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.arcadiaca.gov/government/city-departments/police-department,5/25/18,IMAGERY,5/25/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.002828805,340.8607662,4.37E-07
2861,3651,10006484,AZUSA POLICE DEPARTMENT JAIL,725 N ALAMEDA AVENUE,AZUSA,CA,91702,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.azusapd.org/resources,5/25/18,UNVERIFIED,5/25/18 0:00,https://www.azusapd.org/,NOT AVAILABLE,40,0.002598219,330.5218574,2.95E-07
2874,3664,10006485,BEVERLY HILLS JAIL,464 N REXFORD DRIVE,BEVERLY HILLS,CA,90210,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.beverlyhills.org/citygovernment/departmentsanddivisions/policedepartment/,5/25/18,IMAGERY,5/25/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.002393741,296.6708632,3.32E-07
2876,3666,10006488,CLAREMONT JAIL,570 W BONITA AVE,CLAREMONT,CA,91711,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ci.claremont.ca.us/government/departments-divisions/police-department/about-us,5/25/18,IMAGERY,5/25/18 0:00,NOT AVAILABLE,NOT AVAILABLE,18,0.001563341,186.8145917,1.40E-07
2897,3687,10006489,CONCORD JAIL,1350 GALINDO STREET,CONCORD,CA,94520,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,CONTRA COSTA,6013,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cityofconcord.org/page.asp?pid=1026,5/25/18,IMAGERY,5/25/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.003215867,410.9922375,4.69E-07
2898,3688,10006492,CULVER CITY JAIL,4040 DUQUESNE AVENUE,CULVER CITY,CA,90230,NOT AVAILABLE,(310) 253-6205,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.culvercitypd.org/home-police,5/25/18,IMAGERY,5/25/18 0:00,https://www.culvercitypd.org/home-police,NOT AVAILABLE,30,0.001767213,213.8412649,1.85E-07
2900,3690,10006495,MONROVIA JAIL,140 E LIME AVENUE,MONROVIA,CA,91016,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cityofmonrovia.org/your-government/police-department/general-information,5/25/18,IMAGERY,5/25/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.001993045,234.244817,1.82E-07
2905,3695,10006498,SIGNAL HILL CITY JAIL,2745 WALNUT AVENUE,SIGNAL HILL,CA,90755,NOT AVAILABLE,(562) 989-7210,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cityofsignalhill.org/index.aspx?NID=155,5/25/18,IMAGERY,5/25/18 0:00,NOT AVAILABLE,NOT AVAILABLE,13,0.002265718,276.3775239,3.20E-07
3104,3894,10006497,SEAL BEACH DETENTION CENTER,911 SEAL BEACH BLVD,SEAL BEACH,CA,90740,NOT AVAILABLE,(562) 799-4100 EXT 1116,LOCAL,OPEN,-999,ORANGE,6059,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sealbeachca.gov/Departments/Police,5/25/18,IMAGERY,5/25/18 0:00,NOT AVAILABLE,NOT AVAILABLE,30,0.001787929,214.386782,1.98E-07
3107,3897,10000885,VENTURA COUNTY JUVENILE JUSTICE COMPLEX,4333 VINEYARD AVE,OXNARD,CA,93036,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,VENTURA,6111,USA,922140,CORRECTIONAL INSTITUTIONS,http://venturaprobation.org/index.php/facilities,2/19/18,IMAGERY,2/19/18 0:00,http://venturaprobation.org/index.php/facilities,JUVENILE,420,0.009202105,1115.316545,5.00E-06
3114,3904,10001535,RIVERSIDE COUNTY BLYTHE JAIL,260 NORTH SPRING STREET,BLYTHE,CA,92225,NOT AVAILABLE,(760) 921-5780,COUNTY,OPEN,110,RIVERSIDE,6065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/18,IMAGERY,2/12/18 0:00,http://www.riversidesheriff.org/corrections/,NOT AVAILABLE,-999,0.002130013,261.9674711,2.41E-07
3126,3916,10002351,BELL CITY JAIL,6326 PINE AVE,BELL,CA,90201,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cityofbell.org/?navid=106,2/15/16,UNVERIFIED,5/15/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00156394,188.9255446,1.43E-07
3215,2809,10006499,WEST COVINA JAIL,1444 WEST GARVEY AVENUE,WEST COVINA,CA,91790,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.wcpd.org/services/,5/16/18,IMAGERY,5/16/18 0:00,https://www.wcpd.org/services/,NOT AVAILABLE,22,0.002410821,285.7974142,3.07E-07
3216,2810,10006490,COSTA MESA JAIL,99 FAIR DRIVE,COSTA MESA,CA,92626,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,ORANGE,6059,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.costamesaca.gov/index.aspx?page=975,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,32,0.002744148,323.8626115,3.82E-07
3219,2813,10006699,JOHN A. DAVIS JUVENILE HALL,202 GLACIER DRIVE,MARTINEZ,CA,94553,NOT AVAILABLE,(925) 957-2700,COUNTY,OPEN,-999,CONTRA COSTA,6013,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.contra-costa.ca.us/677/Institutions,2/8/18,IMAGERY,2/8/18 0:00,http://www.co.contra-costa.ca.us/677/Institutions,JUVENILE,290,0.009673113,1208.230203,2.69E-06
3227,2821,10006700,ORIN ALLEN YOUTH REHABILITATION FACILITY,4491 BIXLER ROAD,BYRON,CA,94514,NOT AVAILABLE,(925) 431-8000,COUNTY,OPEN,-999,CONTRA COSTA,6013,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.contra-costa.ca.us/677/Institutions,2/8/18,IMAGERY,2/8/18 0:00,http://www.co.contra-costa.ca.us/677/Institutions,JUVENILE,100,0.005852613,744.0637729,1.63E-06
3228,2822,10001521,DEL NORTE COUNTY JAIL,650 5TH STREET,CRESCENT CITY,CA,95531,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,109,DEL NORTE,6015,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://www.co.del-norte.ca.us/departments/sheriff-department",2/8/18,IMAGERY,2/8/18 0:00,NOT AVAILABLE,NOT AVAILABLE,142,0.002669447,334.7065924,3.28E-07
3236,2830,10005288,EL DORADO COUNTY JAIL - PLACERVILLE,300 FORNI ROAD,PLACERVILLE,CA,95667,NOT AVAILABLE,(530) 621-6000,COUNTY,OPEN,256,EL DORADO,6017,USA,922140,CORRECTIONAL INSTITUTIONS,https://appnet1.edso.org/custody/inCustody.php,2/8/18,IMAGERY,2/8/18 0:00,https://www.edcgov.us/Government/sheriff/Pages/sheriff_main_info.aspx,NOT AVAILABLE,265,0.003850983,474.3110175,7.13E-07
3238,2832,10006440,SOUTH LAKE JUVENILE TREATMENT CENTER,1041 AL TAHOE BOULEVARD,SOUTH LAKE TAHOE,CA,96150,NOT AVAILABLE,(530) 573-7980,COUNTY,OPEN,-999,EL DORADO,6017,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.edcgov.us/Government/Probation/Institutional%20Services/Pages/juvenile_treatment_center__south_lake_tahoe.aspx,2/8/18,IMAGERY,2/8/18 0:00,https://www.edcgov.us/Government/Probation/Institutional%20Services/Pages/juvenile_treatment_center__south_lake_tahoe.aspx,JUVENILE,40,0.002635348,338.2898555,3.84E-07
3243,2837,10006907,SOUTH GATE JAIL,8620 CALIFORNIA AVENUE,SOUTH GATE,CA,90280,NOT AVAILABLE,(323) 563-5400,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cityofsouthgate.org/413/Patrol-Operations,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,39,0.00238464,295.6647089,1.77E-07
3246,2840,10006701,PLACERVILLE JUVENILE HALL,299 FAIR LANE,PLACERVILLE,CA,95667,NOT AVAILABLE,(530) 621-5585,COUNTY,OPEN,-999,EL DORADO,6017,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.edcgov.us/Government/Probation/Pages/probation_main_info.aspx,2/8/18,IMAGERY,2/8/18 0:00,https://www.edcgov.us/Government/Probation/Institutional%20Services/Pages/juvenile_hall__placerville.aspx,JUVENILE,-999,0.002429162,310.5998588,2.26E-07
3257,2851,10005312,FRESNO COUNTY JAIL NORTH ANNEX,1265 M STREET,FRESNO,CA,93721,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,1438,FRESNO,6019,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://www.co.fresno.ca.us/home/showdocument?id=13233",2/9/18,IMAGERY,2/9/18 0:00,https://www.fresnosheriff.org/,MAXIMUM,1104,0.001991806,243.4695871,2.39E-07
3258,2852,10005313,FRESNO COUNTY JAIL SOUTH ANNEX,2280 FRESNO STREET,FRESNO,CA,93721,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,445,FRESNO,6019,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://www.fresnobee.com/news/local/article184640788.html",11/14/17,IMAGERY,2/9/18 0:00,https://www.fresnosheriff.org/,NOT AVAILABLE,499,0.002937505,358.8698567,5.18E-07
3259,2853,10005311,FRESNO COUNTY MAIN DETENTION FACILITY,1225 M STREET,FRESNO,CA,93721,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,935,FRESNO,6019,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://www.co.fresno.ca.us/home/showdocument?id=13233",2/9/18,IMAGERY,2/9/18 0:00,https://www.fresnosheriff.org/,MAXIMUM,1064,0.002099774,257.4696077,2.68E-07
3264,2858,10006908,SANTA MONICA JAIL,333 OLYMPIC DRIVE,SANTA MONICA,CA,90401,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,https://santamonicapd.org/Content.aspx?id=51265,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.002079845,247.1111046,2.26E-07
3265,2859,10006500,WHITTIER JAIL,13200 PENN ST,WHITTIER,CA,90602,NOT AVAILABLE,(562) 567-9220,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cityofwhittier.org/depts/police/default.asp,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,31,0.002317742,288.0056637,3.30E-07
3266,2860,10005254,HUMBOLDT COUNTY CORRECTIONAL FACILITY,826 4TH STREET,EUREKA,CA,95501,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,395,HUMBOLDT,6023,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, https://humboldtgov.org/189/Custody-Services-Bureau",2/9/18,IMAGERY,2/9/18 0:00,https://humboldtgov.org/189/Custody-Services-Bureau,NOT AVAILABLE,411,0.002283446,288.4362657,3.18E-07
3268,2862,10006702,FRESNO COUNTY JUVENILE JUSTICE CAMPUS,3333 E. AMERICAN,FRESNO,CA,93725,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,FRESNO,6019,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.fresno.ca.us/departments/probation,2/9/18,IMAGERY,2/9/18 0:00,http://www.co.fresno.ca.us/departments/probation,JUVENILE,-999,0.021899756,2633.386175,8.91E-06
3269,2863,10000880,IMPERIAL COUNTY JAIL,328 APPLESTILL ROAD,EL CENTRO,CA,92243,NOT AVAILABLE,(442) 265-2000,COUNTY,OPEN,465,IMPERIAL,6025,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://www.icso.org/",2/28/17,IMAGERY,2/9/18 0:00,http://www.icso.org/,MAXIMUM,612,0.008613796,1061.408055,2.47E-06
3270,2864,10002312,GLENN COUNTY JAIL,141 SOUTH LASSEN STREET,WILLOWS,CA,95988,NOT AVAILABLE,(530) 934-6428,COUNTY,OPEN,95,GLENN,6021,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/9/18,IMAGERY,2/9/18 0:00,http://www.countyofglenn.net/dept/sheriff/welcome,MAXIMUM,-999,0.003057105,374.1242754,5.21E-07
3271,2865,10005320,INYO COUNTY JAIL,550 SOUTH CLAY STREET,INDEPENDENCE,CA,93526,NOT AVAILABLE,(760) 878-0370,COUNTY,OPEN,63,INYO,6027,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/9/18,IMAGERY,2/9/18 0:00,http://www.inyosheriff.org/,NOT AVAILABLE,96,0.00318447,397.8279623,4.43E-07
3277,2871,10006486,BUENA PARK CITY JAIL,6640 BEACH BLVD,BUENA PARK,CA,90622,NOT AVAILABLE,(714) 562-3939,LOCAL,OPEN,-999,ORANGE,6059,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bppd.com/services_hours/services/index.php,5/16/18,IMAGERY,5/16/18 0:00,http://www.bppd.com/services_hours/services/index.php,NOT AVAILABLE,-999,0.002620552,306.5171223,3.20E-07
3286,2880,10005337,KERN COUNTY LERDO MAXIMUM-MEDIUM FACILITY,17645 INDUSTRIAL FARM ROAD,BAKERSFIELD,CA,93308,NOT AVAILABLE,(661) 391-2064,COUNTY,OPEN,388,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://www.kernsheriff.org/detentions.aspx",2/9/18,IMAGERY,2/9/18 0:00,http://www.kernsheriff.org/detentions.aspx,MAXIMUM,408,0.004965161,619.4993858,1.12E-06
3287,2881,10005338,KERN COUNTY LERDO MINIMUM FACILITY,17635 INDUSTRIAL FARM ROAD,BAKERSFIELD,CA,93308,NOT AVAILABLE,(661) 391-7802,COUNTY,OPEN,690,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/9/18,IMAGERY,2/9/18 0:00,http://www.kernsheriff.org/detentions.aspx,MINIMUM,1020,0.006781632,846.0336768,2.74E-06
3288,2882,10005336,KERN COUNTY LERDO PRE-TRIAL FACILITY,17695 INDUSTRIAL FARM ROAD,BAKERSFIELD,CA,93308,NOT AVAILABLE,(661) 391-7900,COUNTY,OPEN,974,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://www.kernsheriff.org/detentions.aspx",2/9/18,IMAGERY,2/9/18 0:00,http://www.kernsheriff.org/detentions.aspx,NOT AVAILABLE,1232,0.01179802,1442.594094,5.08E-06
3289,2883,10002343,KERN COUNTY CENTRAL RECEIVING FACILITY,1415 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,NOT AVAILABLE,(661) 868-6850,COUNTY,OPEN,124,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/9/18,IMAGERY,2/9/18 0:00,http://www.kernsheriff.org/detentions.aspx,MAXIMUM,292,0.008030268,949.0408787,1.09E-06
3293,2887,10006496,REDONDO BEACH JAIL,401 DIAMOND STREET,REDONDO BEACH,CA,90277,NOT AVAILABLE,(310) 318-0616,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.redondo.org/depts/police/police_services/default.asp,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.002033943,252.1263796,2.06E-07
3295,2889,10005334,LARRY J RHOADES KERN CROSSROADS FACILITY,17824 QUALITY ROAD,BAKERSFIELD,CA,93308,NOT AVAILABLE,(661) 391-2200,COUNTY,OPEN,77,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.kernprobation.com/annual-report/,2/9/18,IMAGERY,2/9/18 0:00,http://www.kernprobation.com/institutions/,JUVENILE,120,0.007191297,892.6310581,2.53E-06
3302,2896,10005367,PITCHESS DETENTION CENTER-EAST,29310 THE OLD ROAD,CASTAIC,CA,91384,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://shq.lasdnews.net/pages/PageDetail.aspx?id=1716,2/9/18,IMAGERY,2/9/18 0:00,NOT AVAILABLE,NOT AVAILABLE,850,0.00579244,694.2569174,1.86E-06
3303,2897,10006703,CAMP ERWIN OWEN,14401 SIERRA WAY,KERNVILLE,CA,93288,NOT AVAILABLE,(760) 376-2844,COUNTY,OPEN,-999,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.kernprobation.com/institutions/,2/9/18,IMAGERY,2/9/18 0:00,http://www.kernprobation.com/institutions/,JUVENILE,125,0.012416006,1501.70515,6.64E-06
3304,2898,10000827,KINGS COUNTY JAIL,1570 KINGS COUNTY DRIVE,HANFORD,CA,93230,NOT AVAILABLE,(559) 584-1431,COUNTY,OPEN,355,KINGS,6031,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/9/18,IMAGERY,2/9/18 0:00,https://www.countyofkings.com/departments/public-safety/sheriff,MAXIMUM,141,0.007140902,896.67624,1.59E-06
3305,2899,10000889,INMATE RECEPTION CENTER,450 BAUCHET STREET,LOS ANGELES,CA,90012,NOT AVAILABLE,(213) 893-5324,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://shq.lasdnews.net/pages/tgen1.aspx?id=as1,2/9/18,IMAGERY,2/9/18 0:00,http://shq.lasdnews.net/pages/tgen1.aspx?id=as1,NOT AVAILABLE,-999,0.003470851,422.813882,6.11E-07
3306,2900,10000888,MEN'S CENTRAL JAIL,441 BACHET STREET,LOS ANGELES,CA,90012,NOT AVAILABLE,(213) 974-4082,COUNTY,OPEN,4281,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/9/18,IMAGERY,2/9/18 0:00,http://shq.lasdnews.net/pages/tgen1.aspx?id=as1,MAXIMUM,6750,0.008112412,1001.385853,2.35E-06
3307,2901,10005280,LAKE COUNTY HILL ROAD JAIL,4913 HELBUSH DRIVE,LAKEPORT,CA,95453,NOT AVAILABLE,(707) 262-4240,COUNTY,OPEN,293,LAKE,6033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/9/18,IMAGERY,2/9/18 0:00,http://www.lakesheriff.com/,NOT AVAILABLE,-999,0.005279068,643.4411001,8.69E-07
3308,2902,10005281,LAKE COUNTY JUVENILE HOME,1111 WHALEN WAY,LAKEPORT,CA,95453,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,LAKE,6033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.record-bee.com/article/NQ/20151008/NEWS/151009866,10/9/15,IMAGERY,2/9/18 0:00,NOT AVAILABLE,JUVENILE,-999,0.004232751,509.3661312,9.79E-07
3309,2903,10005262,LASSEN COUNTY JUVENILE DETENTION FACILITY,1415B CHESTNUT STREET,SUSANVILLE,CA,96130,NOT AVAILABLE,(530) 251-8324,COUNTY,OPEN,20,LASSEN,6035,USA,922140,CORRECTIONAL INSTITUTIONS,http://old.lassencounty.org/govt/dept/default.asp,2/15/16,IMAGERY,2/9/18 0:00,http://old.lassencounty.org/govt/dept/default.asp,JUVENILE,50,0.002919437,372.478738,5.38E-07
3310,2904,10002356,CENTURY REGIONAL DETENTION CENTER,11705 SOUTH ALAMEDA STREET,LYNWOOD,CA,90262,NOT AVAILABLE,(323) 568-4500,COUNTY,OPEN,2022,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://shq.lasdnews.net/pages/tgen1.aspx?id=as1",2/9/18,IMAGERY,2/9/18 0:00,http://shq.lasdnews.net/pages/tgen1.aspx?id=as1,MAXIMUM,2100,0.00809079,967.9786246,3.70E-06
3312,2906,10000890,PITCHESS DETENTION CENTER-NORTH,29320 THE OLD ROAD,CASTAIC,CA,91384,NOT AVAILABLE,(661) 295-8840,COUNTY,OPEN,1432,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, http://shq.lasdnews.net/pages/PageDetail.aspx?id=1716",9/3/13,IMAGERY,2/9/18 0:00,http://shq.lasdnews.net/pages/tgen1.aspx?id=as1,MAXIMUM,1648,0.006602593,851.5485584,1.57E-06
3314,2908,10005375,TWIN TOWERS CORRECTIONAL FACILITY,450 BAUCHET STREET,LOS ANGELES,CA,90012,NOT AVAILABLE,(213) 893-5100,COUNTY,OPEN,3334,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/9/18,IMAGERY,2/9/18 0:00,http://shq.lasdnews.net/pages/tgen1.aspx?id=as1,MAXIMUM,2000,0.009021882,1077.705447,1.41E-06
3315,2909,10000912,BARRY J NIDORF JUVENILE HALL,16350 FILBERT STREET,SYLMAR,CA,91342,NOT AVAILABLE,(818) 364-2011,COUNTY,OPEN,700,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,602,0.011318805,1360.283199,7.33E-06
3316,2910,10000913,LOS PADRINOS JUVENILE HALL,7285 QUILL DRIVE,DOWNEY,CA,90242,NOT AVAILABLE,(562) 940-8681,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.topjuveniledefender.com/Los_Padrinos.html,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,240,0.011523932,1392.021171,7.56E-06
3317,2911,10000803,MADERA COUNTY JUVENILE DETENTION FACILITY,28219 AVENUE 14,MADERA,CA,93638,NOT AVAILABLE,(559) 675-7899,COUNTY,OPEN,-999,MADERA,6039,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.madera-county.com/index.php/probation-home,2/9/18,IMAGERY,2/9/18 0:00,http://www.madera-county.com/index.php/probation-home,JUVENILE,70,0.004524279,543.9686941,1.10E-06
3318,2912,10005308,MADERA ADULT CORRECTIONAL FACILITY,14191 ROAD 28,MADERA,CA,93638,NOT AVAILABLE,(559) 675-7951,COUNTY,OPEN,463,MADERA,6039,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/9/18,IMAGERY,2/9/18 0:00,http://www.madera-county.com/index.php/corrections-home,NOT AVAILABLE,-999,0.006250896,784.150712,1.75E-06
3321,2915,10000804,MADERA COUNTY JUVENILE HALL,28281 AVENUE 14,MADERA,CA,93638,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,MADERA,6039,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.maderacounty.com/government/probation,2/9/18,UNVERIFIED,2/9/18 0:00,NOT AVAILABLE,JUVENILE,50,0.002752204,337.4081426,3.96E-07
3325,2919,10001524,MARIN COUNTY JAIL,13 PETER BEHR DRIVE,SAN RAFAEL,CA,94903,NOT AVAILABLE,(415) 473-6655,COUNTY,OPEN,323,MARIN,6041,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/9/18,IMAGERY,2/9/18 0:00,https://www.marinsheriff.org/,NOT AVAILABLE,-999,0.002803342,344.9795431,5.24E-07
3326,2920,10000791,MARIN COUNTY JUVENILE HALL,16 JEANNETTE PRANDI WAY,SAN RAFAEL,CA,94903,NOT AVAILABLE,(415) 473-3293,COUNTY,OPEN,-999,MARIN,6041,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.marincounty.org/depts/pb,2/15/16,IMAGERY,2/9/18 0:00,https://www.marincounty.org/depts/pb,JUVENILE,-999,0.004343897,543.5839054,9.57E-07
